date,actual,mean,naive,daily_seasonal_naive,weekly_seasonal_naive,drift,sarimax_conditional,xgboost_operational,xgboost_conditional,chronos_t5_small
2016-05-26 19:00:00,223.33333333333334,97.46836088997753,215.0,118.33333333333333,98.33333333333333,215.0490045941807,189.90397343746656,183.36097717285156,172.58119201660156,120.84771728515625
2016-05-26 20:00:00,91.66666666666667,97.46836088997753,215.0,190.0,118.33333333333333,215.0980091883614,162.48235789255142,157.16189575195312,146.38580322265625,92.63831329345703
2016-05-26 21:00:00,76.66666666666667,97.46836088997753,215.0,56.666666666666664,66.66666666666667,215.1470137825421,129.18335834499175,98.8605728149414,95.0879898071289,75.22509765625
2016-05-26 22:00:00,70.0,97.46836088997753,215.0,53.333333333333336,50.0,215.1960183767228,121.81612045155916,59.029056549072266,89.61443328857422,58.50840759277344
2016-05-26 23:00:00,65.0,97.46836088997753,215.0,53.333333333333336,56.666666666666664,215.24502297090353,112.83971460573316,46.433353424072266,84.82672882080078,57.11534881591797
2016-05-27 00:00:00,60.0,97.46836088997753,215.0,53.333333333333336,51.666666666666664,215.29402756508424,101.32071955693094,46.99768829345703,83.9238510131836,53.63270568847656
2016-05-27 01:00:00,58.333333333333336,97.46836088997753,215.0,55.0,51.666666666666664,215.34303215926494,95.66865772951846,45.304527282714844,73.16777801513672,55.025760650634766
2016-05-27 02:00:00,50.0,97.46836088997753,215.0,50.0,36.666666666666664,215.39203675344564,90.69143360652046,42.758323669433594,72.58045196533203,53.63270568847656
2016-05-27 03:00:00,58.333333333333336,97.46836088997753,215.0,56.666666666666664,58.333333333333336,215.44104134762634,87.75521348042527,41.7782096862793,72.4297866821289,53.63270568847656
2016-05-27 04:00:00,58.333333333333336,97.46836088997753,215.0,50.0,51.666666666666664,215.49004594180704,84.61569107393679,44.42061996459961,80.75792694091797,54.32923126220703
2016-05-27 05:00:00,58.333333333333336,97.46836088997753,215.0,56.666666666666664,61.666666666666664,215.53905053598774,84.16653763711206,46.70671081542969,86.88843536376953,55.7222900390625
2016-05-27 06:00:00,63.333333333333336,97.46836088997753,215.0,61.666666666666664,66.66666666666667,215.58805513016844,89.23966092201539,54.48707962036133,88.58771514892578,59.90146255493164
2016-05-27 07:00:00,111.66666666666667,97.46836088997753,215.0,100.0,80.0,215.63705972434917,109.62951138794644,71.86932373046875,109.91667938232422,78.3594741821289
2016-05-27 08:00:00,130.0,97.46836088997753,215.0,156.66666666666666,126.66666666666667,215.68606431852987,126.55761788457372,124.13961029052734,114.65324401855469,123.28556823730469
2016-05-27 09:00:00,251.66666666666666,97.46836088997753,215.0,276.6666666666667,73.33333333333333,215.73506891271057,126.22223883467109,111.0093994140625,141.16529846191406,102.38971710205078
2016-05-27 10:00:00,251.66666666666666,97.46836088997753,215.0,265.0,81.66666666666667,215.78407350689127,138.2655807673005,153.77903747558594,153.91998291015625,99.95185852050781
2016-05-27 11:00:00,310.0,97.46836088997753,215.0,243.33333333333334,73.33333333333333,215.83307810107198,136.10242732867002,114.474365234375,211.01844787597656,88.11087036132812
2016-05-27 12:00:00,185.0,97.46836088997753,215.0,221.66666666666666,71.66666666666667,215.88208269525268,116.36814178679796,139.61856079101562,217.14920043945312,94.0313720703125
2016-05-27 13:00:00,265.0,97.46836088997753,215.0,75.0,61.666666666666664,215.93108728943338,100.8777608080382,123.92050170898438,204.3068084716797,81.84211730957031
2016-05-27 14:00:00,101.66666666666667,97.46836088997753,215.0,68.33333333333333,60.0,215.98009188361408,94.9856973110814,110.61302947998047,185.3401641845703,86.36955261230469
2016-05-27 15:00:00,76.66666666666667,97.46836088997753,215.0,61.666666666666664,46.666666666666664,216.02909647779478,99.44357147904695,107.26627349853516,193.47943115234375,84.97649383544922
2016-05-27 16:00:00,135.0,97.46836088997753,215.0,495.0,48.333333333333336,216.0781010719755,121.67087729166914,132.39462280273438,207.7626190185547,97.51400756835938
2016-05-27 17:00:00,180.0,97.46836088997753,215.0,440.0,75.0,216.1271056661562,176.4578627961215,180.28317260742188,225.2881317138672,193.6349639892578
2016-05-27 18:00:00,430.0,97.46836088997753,215.0,215.0,78.33333333333333,216.1761102603369,152.73631796816565,175.65353393554688,209.31936645507812,114.23069763183594
