date,actual,mean,naive,daily_seasonal_naive,weekly_seasonal_naive,drift,sarimax_conditional,xgboost_operational,xgboost_conditional,chronos_t5_small
2016-05-13 19:00:00,208.33333333333334,97.46163394267658,348.3333333333333,123.33333333333333,126.66666666666667,348.432667343944,243.7327650299659,170.89894104003906,196.9026336669922,129.3209991455078
2016-05-13 20:00:00,120.0,97.46163394267658,348.3333333333333,100.0,116.66666666666667,348.53200135455467,213.35347572444414,128.508056640625,191.9873046875,117.68894958496094
2016-05-13 21:00:00,63.333333333333336,97.46163394267658,348.3333333333333,71.66666666666667,71.66666666666667,348.63133536516534,167.72553418016335,116.03671264648438,148.80982971191406,84.84552001953125
2016-05-13 22:00:00,55.0,97.46163394267658,348.3333333333333,60.0,53.333333333333336,348.730669375776,150.48771633309542,76.28224182128906,67.51354217529297,60.21295928955078
2016-05-13 23:00:00,61.666666666666664,97.46163394267658,348.3333333333333,56.666666666666664,58.333333333333336,348.8300033863867,141.49435157297316,61.84041213989258,55.71393966674805,55.76540756225586
2016-05-14 00:00:00,58.333333333333336,97.46163394267658,348.3333333333333,55.0,51.666666666666664,348.92933739699737,120.69279256517359,59.52305221557617,58.223487854003906,56.79176330566406
2016-05-14 01:00:00,63.333333333333336,97.46163394267658,348.3333333333333,53.333333333333336,56.666666666666664,349.02867140760804,104.36900426306842,51.73395919799805,62.163944244384766,56.79176330566406
2016-05-14 02:00:00,60.0,97.46163394267658,348.3333333333333,58.333333333333336,53.333333333333336,349.1280054182187,93.39093658393068,51.867977142333984,62.682655334472656,56.79176330566406
2016-05-14 03:00:00,60.0,97.46163394267658,348.3333333333333,58.333333333333336,55.0,349.2273394288294,85.58305810530229,52.67442321777344,64.2079849243164,56.79176330566406
2016-05-14 04:00:00,60.0,97.46163394267658,348.3333333333333,50.0,55.0,349.32667343944007,89.64255931913999,52.33151626586914,60.96783447265625,57.47600173950195
2016-05-14 05:00:00,56.666666666666664,97.46163394267658,348.3333333333333,58.333333333333336,51.666666666666664,349.4260074500508,95.51251404244368,54.19715881347656,61.658897399902344,58.160240173339844
2016-05-14 06:00:00,63.333333333333336,97.46163394267658,348.3333333333333,146.66666666666666,53.333333333333336,349.5253414606615,101.19129686153876,72.93766021728516,87.32579040527344,59.18659973144531
2016-05-14 07:00:00,113.33333333333333,97.46163394267658,348.3333333333333,176.66666666666666,148.33333333333334,349.62467547127216,118.84603056002109,125.19800567626953,124.13968658447266,62.6077880859375
2016-05-14 08:00:00,133.33333333333334,97.46163394267658,348.3333333333333,338.3333333333333,121.66666666666667,349.72400948188283,132.78662824739104,124.16273498535156,145.64173889160156,72.52923583984375
2016-05-14 09:00:00,118.33333333333333,97.46163394267658,348.3333333333333,93.33333333333333,153.33333333333334,349.8233434924935,104.96756499909618,139.17185974121094,126.56267547607422,71.84500885009766
2016-05-14 10:00:00,158.33333333333334,97.46163394267658,348.3333333333333,73.33333333333333,178.33333333333334,349.9226775031042,100.86524751977329,136.82591247558594,140.62646484375,74.23983764648438
2016-05-14 11:00:00,96.66666666666667,97.46163394267658,348.3333333333333,355.0,161.66666666666666,350.02201151371486,115.77508494737052,159.2046661376953,125.37504577636719,77.31890869140625
2016-05-14 12:00:00,116.66666666666667,97.46163394267658,348.3333333333333,301.6666666666667,86.66666666666667,350.12134552432553,115.96244530590684,176.37074279785156,152.18496704101562,73.2134780883789
2016-05-14 13:00:00,113.33333333333333,97.46163394267658,348.3333333333333,268.3333333333333,75.0,350.2206795349362,110.39543986728967,184.19741821289062,133.68423461914062,78.0031509399414
2016-05-14 14:00:00,106.66666666666667,97.46163394267658,348.3333333333333,318.3333333333333,88.33333333333333,350.3200135455469,117.95528708415063,168.95108032226562,168.0951385498047,79.02951049804688
2016-05-14 15:00:00,130.0,97.46163394267658,348.3333333333333,201.66666666666666,103.33333333333333,350.41934755615756,107.26661194673858,133.350341796875,146.93309020996094,75.95042419433594
2016-05-14 16:00:00,111.66666666666667,97.46163394267658,348.3333333333333,351.6666666666667,91.66666666666667,350.51868156676824,125.27584815242145,143.24598693847656,156.7535400390625,82.45069122314453
2016-05-14 17:00:00,241.66666666666666,97.46163394267658,348.3333333333333,231.66666666666666,83.33333333333333,350.6180155773789,157.15343295836473,194.48788452148438,181.9338836669922,95.10909271240234
2016-05-14 18:00:00,166.66666666666666,97.46163394267658,348.3333333333333,348.3333333333333,285.0,350.7173495879896,150.49829504898057,226.87232971191406,207.24261474609375,110.84657287597656
2016-05-14 19:00:00,90.0,97.46163394267658,348.3333333333333,123.33333333333333,120.0,350.81668359860026,120.76156300148607,163.13519287109375,172.92877197265625,104.68843078613281
2016-05-14 20:00:00,86.66666666666667,97.46163394267658,348.3333333333333,100.0,86.66666666666667,350.91601760921094,112.19209888514501,139.15748596191406,146.70700073242188,102.6357192993164
2016-05-14 21:00:00,75.0,97.46163394267658,348.3333333333333,71.66666666666667,56.666666666666664,351.0153516198216,89.17378629516855,124.13102722167969,109.10004425048828,79.7137451171875
2016-05-14 22:00:00,61.666666666666664,97.46163394267658,348.3333333333333,60.0,58.333333333333336,351.1146856304323,75.83959066794633,94.14788055419922,89.34362030029297,64.3183822631836
2016-05-14 23:00:00,48.333333333333336,97.46163394267658,348.3333333333333,56.666666666666664,56.666666666666664,351.21401964104297,67.86456502021356,61.00320816040039,59.0687141418457,59.87083435058594
2016-05-15 00:00:00,53.333333333333336,97.46163394267658,348.3333333333333,55.0,58.333333333333336,351.31335365165364,62.57429473618491,54.07109069824219,48.37820053100586,57.133880615234375
2016-05-15 01:00:00,55.0,97.46163394267658,348.3333333333333,53.333333333333336,51.666666666666664,351.4126876622643,64.03925540523878,49.25143051147461,47.20711898803711,56.79176330566406
